"","scenario","team","agegroup","reduction"
"1","RL02_","COL","0-4 years",11.9494181811428
"2","RL02_","COL","5-17 years",12.6377232371489
"3","RL02_","COL","18-49 years",24.4773655483407
"4","RL02_","COL","50-64 years",30.1620957029319
"5","RL02_","COL","65+ years",17.3907812236591
"6","RL02_","NEU","0-4 years",1.72009481570488
"7","RL02_","NEU","5-17 years",1.57268430840451
"8","RL02_","NEU","18-49 years",1.64010879084935
"9","RL02_","NEU","50-64 years",2.50897226357349
"10","RL02_","NEU","65+ years",1.96184805449396
"11","RL02_","UTA","0-4 years",16.3502633469493
"12","RL02_","UTA","5-17 years",8.39694853315315
"13","RL02_","UTA","18-49 years",19.891630915758
"14","RL02_","UTA","50-64 years",18.930734607741
"15","RL02_","UTA","65+ years",23.6202661369483
"16","RL02_","UVA","0-4 years",4.88443357135936
"17","RL02_","UVA","5-17 years",3.90805939015796
"18","RL02_","UVA","18-49 years",3.57061028685643
"19","RL02_","UVA","50-64 years",3.7710007191843
"20","RL02_","UVA","65+ years",4.12300481253399
"21","RL02_","IMP","0-4 years",0.174815717146191
"22","RL02_","IMP","5-17 years",0.132377714977244
"23","RL02_","IMP","18-49 years",0.138443439671359
"24","RL02_","IMP","50-64 years",0.147849931050409
"25","RL02_","IMP","65+ years",0.153269825844985
"26","RL02_","COL2","0-4 years",6.52781219541074
"27","RL02_","COL2","5-17 years",5.10542237153713
"28","RL02_","COL2","18-49 years",5.8742705504228
"29","RL02_","COL2","50-64 years",7.11740484612214
"30","RL02_","COL2","65+ years",7.1595020740523
"31","RL02_","NEU2","0-4 years",1.72006169810409
"32","RL02_","NEU2","5-17 years",1.57265714185447
"33","RL02_","NEU2","18-49 years",1.64011294996842
"34","RL02_","NEU2","50-64 years",2.50896684104896
"35","RL02_","NEU2","65+ years",1.96187514679933
"36","RL03_","COL","0-4 years",8.51195106902379
"37","RL03_","COL","5-17 years",7.5140963597945
"38","RL03_","COL","18-49 years",6.37194624554918
"39","RL03_","COL","50-64 years",7.55133886501006
"40","RL03_","COL","65+ years",9.0355500948393
"41","RL03_","NEU","0-4 years",8.12100108629773
"42","RL03_","NEU","5-17 years",6.69388477609499
"43","RL03_","NEU","18-49 years",4.8288193333046
"44","RL03_","NEU","50-64 years",5.38139636299146
"45","RL03_","NEU","65+ years",6.30384102250905
"46","RL03_","UTA","0-4 years",27.5565814738521
"47","RL03_","UTA","5-17 years",11.8153810549036
"48","RL03_","UTA","18-49 years",20.7393449647873
